mean_velocity_ms,rms_velocity_ms,sample_rate_hz,first_zero_crossing_s,integral_time_s,coverage_factor,target_uncertainty_fraction,uncorrelated_samples_required,sampling_time_required_s
9.8865890737646,0.0693528403045454,51200.0008000005,0.000898437485961905,0.00047669479500118,3,0.01,4.42871819557043,0.00422229382471088
