rmse_u_ms,rmse_v_ms,mean_abs_u_ms,mean_abs_v_ms,mean_davis_u_ms,mean_self_u_ms,n_valid
2.73986172102337,2.78034104002226,1.0860168337413,2.00298080656453,9.41408430236658,8.7487978151405,1592
