x_mm,y_mm,y_relative_mm,davis_u_streamwise_ms,davis_v_normal_ms,self_u_streamwise_ms,self_v_normal_ms,difference_u_ms,difference_v_ms,valid
-82.1115996838,122.2226717472,67.2226717472,10.480220228,0.4048100023,10.5094969119248,0,0.0292766839247616,-0.4048100023,1
-82.1115996838,118.6671197414,63.6671197414,11.1195257675,0.2316781914,12.0108536136283,0,0.891327846128297,-0.2316781914,1
-82.1115996838,115.1115677357,60.1115677357,10.8622974351,-0.1713834097,10.5094969119248,0,-0.352800523175238,0.1713834097,1
-82.1115996838,111.5560157299,56.5560157299,10.6173494373,-0.1391160288,10.5094969119248,0,-0.107852525375238,0.1391160288,1
-82.1115996838,108.0004637241,53.0004637241,10.8195475228,0.1721824334,10.5094969119248,0,-0.310050610875239,-0.1721824334,1
-82.1115996838,104.4449117184,49.4449117184,11.4727436157,0.0754246808,-0,0,-11.4727436157,-0.0754246808,1
-82.1115996838,100.8893597126,45.8893597126,11.0478642303,-0.2978883254,-1.50135670170354,-1.50135670170354,-12.5492209320035,-1.20346837630354,1
-82.1115996838,97.3338077068,42.3338077068,11.9271467811,0.3092149866,-0,0,-11.9271467811,-0.3092149866,1
-82.1115996838,93.7782557011,38.7782557011,11.7187183159,-0.1519347736,12.0108536136283,0,0.292135297728297,0.1519347736,1
-82.1115996838,90.2227036953,35.2227036953,12.535559604,-1.0663872517,-3.00271340340707,1.50135670170354,-15.5382730074071,2.56774395340354,1
-82.1115996838,86.6671516895,31.6671516895,12.5529748826,-0.3580184337,-0,4.50407010511061,-12.5529748826,4.86208853881061,1
-82.1115996838,83.1115996838,28.1115996838,13.8532684274,-0.4598581484,-0,-10.5094969119248,-13.8532684274,-10.0496387635248,1
-82.1115996838,79.556047678,24.556047678,2.8776564103,0.8378936993,1.50135670170354,-1.50135670170354,-1.37629970859646,-2.33925040100354,1
-82.1115996838,76.0004956722,21.0004956722,-0.306391197,2.0403626947,-0,-1.50135670170354,0.306391197,-3.54171939640354,1
-82.1115996838,72.4449436665,17.4449436665,-3.0768739086,-0.0646221103,1.50135670170354,0,4.57823061030354,0.0646221103,1
-82.1115996838,68.8893916607,13.8893916607,-3.6851084547,2.1259026137,-3.00271340340707,-1.50135670170354,0.682395051292926,-3.62725931540354,1
-82.1115996838,65.3338396549,10.3338396549,-1.2923119001,0.6360342681,-0,0,1.2923119001,-0.6360342681,1
-82.1115996838,61.7782876492,6.7782876492,-0.9912833259,-2.5121875824,-0,3.00271340340707,0.9912833259,5.51490098580707,1
-82.1115996838,58.2227356434,3.2227356434,0.1970294909,-2.1524722974,-0,1.50135670170354,-0.1970294909,3.65382899910354,1
-82.1115996838,54.6671836376,-0.332816362400003,5.4065275489,-0.136519918,4.50407010511061,0,-0.902457443789388,0.136519918,1
-82.1115996838,51.1116316319,-3.8883683681,5.8014571514,1.0799720854,4.50407010511061,-1.50135670170354,-1.29738704628939,-2.58132878710354,1
-82.1115996838,47.5560796261,-7.4439203739,8.6335262563,1.3301481035,9.00814021022122,-1.50135670170354,0.374613953921223,-2.83150480520354,1
-82.1115996838,44.0005276203,-10.9994723797,10.144107643,0.8715228571,10.5094969119248,-1.50135670170354,0.365389268924762,-2.37287955880354,1
-82.1115996838,40.4449756145,-14.5550243855,10.5868891671,-0.0125524035,10.5094969119248,0,-0.0773922551752388,0.0125524035,1
-82.1115996838,36.8894236088,-18.1105763912,11.8253514565,0.8090457958,12.0108536136283,0,0.185502157128298,-0.8090457958,1
-82.1115996838,33.333871603,-21.666128397,12.3913945477,1.0370839907,13.5122103153318,0,1.12081576763183,-1.0370839907,1
-82.1115996838,29.7783195972,-25.2216804028,12.0074092779,0.8697758878,12.0108536136283,-1.50135670170354,0.00344433572829672,-2.37113258950354,1
-82.1115996838,26.2227675915,-28.7772324085,12.1811453683,0.8543152101,12.0108536136283,0,-0.170291754671702,-0.8543152101,1
-82.1115996838,22.6672155857,-32.3327844143,11.7925728723,0.5383099546,12.0108536136283,0,0.218280741328298,-0.5383099546,1
-82.1115996838,19.1116635799,-35.8883364201,11.9255974199,0.6418350651,12.0108536136283,0,0.0852561937282967,-0.6418350651,1
-82.1115996838,15.5561115742,-39.4438884258,12.3758479535,0.7174373066,12.0108536136283,0,-0.364994339871702,-0.7174373066,1
-82.1115996838,12.0005595684,-42.9994404316,11.7800920659,0.4889437543,12.0108536136283,0,0.230761547728298,-0.4889437543,1
-82.1115996838,8.4450075626,-46.5549924374,11.4440109836,0.2687225308,12.0108536136283,0,0.566842630028297,-0.2687225308,1
-82.1115996838,4.8894555569,-50.1105444431,11.6601397168,0.6367387835,12.0108536136283,0,0.350713896828298,-0.6367387835,1
-82.1115996838,1.3339035511,-53.6660964489,-0,-0,12.0108536136283,0,12.0108536136283,0,0
-82.1115996838,-2.2216484547,-57.2216484547,11.4738147083,0.2028975892,12.0108536136283,0,0.537038905328297,-0.2028975892,1
-82.1115996838,-5.7772004604,-60.7772004604,11.5078956438,0.385166622,12.0108536136283,0,0.502957969828298,-0.385166622,1
-78.556047678,125.778223753,70.778223753,10.7052556404,0.3557874681,10.5094969119248,0,-0.195758728475239,-0.3557874681,1
-78.556047678,122.2226717472,67.2226717472,10.6319752928,0.2152982069,10.5094969119248,0,-0.122478380875238,-0.2152982069,1
-78.556047678,118.6671197414,63.6671197414,10.9697016765,0.53240033,10.5094969119248,0,-0.460204764575238,-0.53240033,1
-78.556047678,115.1115677357,60.1115677357,10.8137474417,-0.3490344296,10.5094969119248,0,-0.304250529775238,0.3490344296,1
-78.556047678,111.5560157299,56.5560157299,11.0629082129,0.4472413075,12.0108536136283,0,0.947945400728297,-0.4472413075,1
-78.556047678,108.0004637241,53.0004637241,11.2898559839,0.1476332198,12.0108536136283,0,0.720997629728297,-0.1476332198,1
-78.556047678,104.4449117184,49.4449117184,10.8793690476,-0.6049138727,10.5094969119248,0,-0.369872135675237,0.6049138727,1
-78.556047678,100.8893597126,45.8893597126,11.8591631869,0.321993637,12.0108536136283,0,0.151690426728297,-0.321993637,1
-78.556047678,97.3338077068,42.3338077068,11.4564531276,-0.0418986228,12.0108536136283,0,0.554400486028298,0.0418986228,1
-78.556047678,93.7782557011,38.7782557011,11.7882305082,0.2870628439,12.0108536136283,0,0.222623105428298,-0.2870628439,1
-78.556047678,90.2227036953,35.2227036953,12.4388691527,-0.5970926055,12.0108536136283,0,-0.428015539071703,0.5970926055,1
-78.556047678,86.6671516895,31.6671516895,-0,-0,-0,0,0,0,0
-78.556047678,83.1115996838,28.1115996838,12.4814851784,-0.449131471,-0,0,-12.4814851784,0.449131471,1
-78.556047678,79.556047678,24.556047678,0.7094642536,0.717650666,-0,-1.50135670170354,-0.7094642536,-2.21900736770354,1
-78.556047678,76.0004956722,21.0004956722,-0.4188602172,0.7354382495,-0,0,0.4188602172,-0.7354382495,1
-78.556047678,72.4449436665,17.4449436665,-5.0120117776,0.3391425743,-4.50407010511061,0,0.507941672489388,-0.3391425743,1
-78.556047678,68.8893916607,13.8893916607,-3.3046185553,1.1236133816,-1.50135670170354,0,1.80326185359646,-1.1236133816,1
-78.556047678,65.3338396549,10.3338396549,-2.01450755,1.2487221538,-1.50135670170354,0,0.513150848296463,-1.2487221538,1
-78.556047678,61.7782876492,6.7782876492,-3.2652974281,-0.9785118353,-1.50135670170354,0,1.76394072639646,0.9785118353,1
-78.556047678,58.2227356434,3.2227356434,0.7959005683,-1.5818233648,1.50135670170354,1.50135670170354,0.705456133403537,3.08318006650354,1
-78.556047678,54.6671836376,-0.332816362400003,4.1675626478,-0.1134799712,4.50407010511061,0,0.336507457310612,0.1134799712,1
-78.556047678,51.1116316319,-3.8883683681,5.1294152699,0.686126463,4.50407010511061,-1.50135670170354,-0.625345164789389,-2.18748316470354,1
-78.556047678,47.5560796261,-7.4439203739,8.9586744615,0.8848542371,9.00814021022122,-1.50135670170354,0.0494657487212233,-2.38621093880354,1
-78.556047678,44.0005276203,-10.9994723797,10.7467776625,2.1435069086,10.5094969119248,-1.50135670170354,-0.237280750575238,-3.64486361030354,1
-78.556047678,40.4449756145,-14.5550243855,11.2213497309,-0.1179590858,10.5094969119248,0,-0.711852818975238,0.1179590858,1
-78.556047678,36.8894236088,-18.1105763912,12.4591640666,0.0530505871,12.0108536136283,0,-0.448310452971702,-0.0530505871,1
-78.556047678,33.333871603,-21.666128397,12.8173099431,0.5943719157,13.5122103153318,0,0.694900372231833,-0.5943719157,1
-78.556047678,29.7783195972,-25.2216804028,12.4964575639,0.8327544595,12.0108536136283,0,-0.485603950271702,-0.8327544595,1
-78.556047678,26.2227675915,-28.7772324085,12.2976896954,0.4542091373,12.0108536136283,0,-0.286836081771703,-0.4542091373,1
-78.556047678,22.6672155857,-32.3327844143,12.0682152628,0.6497895029,12.0108536136283,0,-0.0573616491717033,-0.6497895029,1
-78.556047678,19.1116635799,-35.8883364201,12.2305130006,0.5769967315,12.0108536136283,0,-0.219659386971703,-0.5769967315,1
-78.556047678,15.5561115742,-39.4438884258,11.8248037387,0.47097861,12.0108536136283,0,0.186049874928297,-0.47097861,1
-78.556047678,12.0005595684,-42.9994404316,12.1567278934,0.6501188495,12.0108536136283,0,-0.145874279771702,-0.6501188495,1
-78.556047678,8.4450075626,-46.5549924374,11.4674010401,0.695136242,12.0108536136283,0,0.543452573528297,-0.695136242,1
-78.556047678,4.8894555569,-50.1105444431,11.5795328379,0.3144916928,12.0108536136283,0,0.431320775728297,-0.3144916928,1
-78.556047678,1.3339035511,-53.6660964489,11.4674905365,0.4492961443,12.0108536136283,0,0.543363077128298,-0.4492961443,1
-78.556047678,-2.2216484547,-57.2216484547,11.4036645859,0.2212751328,12.0108536136283,0,0.607189027728298,-0.2212751328,1
-78.556047678,-5.7772004604,-60.7772004604,11.5640478172,0.3221769255,12.0108536136283,0,0.446805796428297,-0.3221769255,1
-75.0004956722,125.778223753,70.778223753,10.8960182372,0.638972613,10.5094969119248,0,-0.386521325275238,-0.638972613,1
-75.0004956722,122.2226717472,67.2226717472,10.4304144215,0.2605232309,10.5094969119248,0,0.0790824904247618,-0.2605232309,1
-75.0004956722,118.6671197414,63.6671197414,10.35525465,0.3740991423,10.5094969119248,0,0.154242261924763,-0.3740991423,1
-75.0004956722,115.1115677357,60.1115677357,10.7948279081,0.3914528474,10.5094969119248,0,-0.285330996175238,-0.3914528474,1
-75.0004956722,111.5560157299,56.5560157299,10.7721753017,0.4521399811,10.5094969119248,0,-0.262678389775239,-0.4521399811,1
-75.0004956722,108.0004637241,53.0004637241,11.2094667603,0.0461357392,10.5094969119248,0,-0.699969848375238,-0.0461357392,1
-75.0004956722,104.4449117184,49.4449117184,11.1975093286,0.1211666359,12.0108536136283,0,0.813344285028297,-0.1211666359,1
-75.0004956722,100.8893597126,45.8893597126,11.4568154089,0.1180134996,10.5094969119248,0,-0.947318496975239,-0.1180134996,1
-75.0004956722,97.3338077068,42.3338077068,11.8820878623,0.1219069499,12.0108536136283,0,0.128765751328297,-0.1219069499,1
-75.0004956722,93.7782557011,38.7782557011,11.6326070521,-0.0471996721,12.0108536136283,0,0.378246561528298,0.0471996721,1
-75.0004956722,90.2227036953,35.2227036953,12.6129417495,0.5427575664,12.0108536136283,0,-0.602088135871702,-0.5427575664,1
-75.0004956722,86.6671516895,31.6671516895,-0,-0,-0,0,0,0,0
-75.0004956722,83.1115996838,28.1115996838,-0,-0,-0,0,0,0,0
-75.0004956722,79.556047678,24.556047678,0.4662689528,-0.2697606888,-0,0,-0.4662689528,0.2697606888,1
-75.0004956722,76.0004956722,21.0004956722,-1.7726296358,0.8212702847,-1.50135670170354,0,0.271272934096463,-0.8212702847,1
-75.0004956722,72.4449436665,17.4449436665,-3.2320763737,1.9526591113,-3.00271340340707,-1.50135670170354,0.229362970292926,-3.45401581300354,1
-75.0004956722,68.8893916607,13.8893916607,-2.9358161664,0.4533141735,-3.00271340340707,0,-0.0668972370070744,-0.4533141735,1
-75.0004956722,65.3338396549,10.3338396549,-4.9423220245,-0.1991272859,-4.50407010511061,0,0.438251919389389,0.1991272859,1
-75.0004956722,61.7782876492,6.7782876492,-0.8851621046,-2.5988057537,-0,3.00271340340707,0.8851621046,5.60151915710707,1
-75.0004956722,58.2227356434,3.2227356434,3.7943427179,0.2118744336,3.00271340340707,0,-0.791629314492926,-0.2118744336,1
-75.0004956722,54.6671836376,-0.332816362400003,4.1598158417,1.8911428832,4.50407010511061,-1.50135670170354,0.344254263410611,-3.39249958490354,1
-75.0004956722,51.1116316319,-3.8883683681,5.3528154046,0.6352194931,6.00542680681415,0,0.652611402214148,-0.6352194931,1
-75.0004956722,47.5560796261,-7.4439203739,8.4099872233,1.1421570305,9.00814021022122,-1.50135670170354,0.598152986921223,-2.64351373220354,1
-75.0004956722,44.0005276203,-10.9994723797,10.0524003498,1.1434085478,10.5094969119248,-1.50135670170354,0.457096562124763,-2.64476524950354,1
-75.0004956722,40.4449756145,-14.5550243855,11.4753855487,0.8477325728,12.0108536136283,0,0.535468064928297,-0.8477325728,1
-75.0004956722,36.8894236088,-18.1105763912,12.4801592001,0.1112704847,12.0108536136283,0,-0.469305586471702,-0.1112704847,1
-75.0004956722,33.333871603,-21.666128397,12.670424197,0.16796966,12.0108536136283,0,-0.659570583371703,-0.16796966,1
-75.0004956722,29.7783195972,-25.2216804028,12.3067997104,0.6319002515,12.0108536136283,0,-0.295946096771702,-0.6319002515,1
-75.0004956722,26.2227675915,-28.7772324085,12.7470588688,0.5736459872,12.0108536136283,0,-0.736205255171702,-0.5736459872,1
-75.0004956722,22.6672155857,-32.3327844143,12.117485523,0.1710884297,12.0108536136283,0,-0.106631909371702,-0.1710884297,1
-75.0004956722,19.1116635799,-35.8883364201,11.7552113577,0.8370030314,12.0108536136283,-1.50135670170354,0.255642255928297,-2.33835973310354,1
-75.0004956722,15.5561115742,-39.4438884258,11.8825260366,0.5818639023,12.0108536136283,0,0.128327577028298,-0.5818639023,1
-75.0004956722,12.0005595684,-42.9994404316,11.763944056,0.0554046997,12.0108536136283,0,0.246909557628298,-0.0554046997,1
-75.0004956722,8.4450075626,-46.5549924374,11.8863750966,0.3795233386,12.0108536136283,0,0.124478517028297,-0.3795233386,1
-75.0004956722,4.8894555569,-50.1105444431,11.4378607927,0.4714769258,12.0108536136283,0,0.572992820928297,-0.4714769258,1
-75.0004956722,1.3339035511,-53.6660964489,11.7325293965,0.5204693893,12.0108536136283,0,0.278324217128297,-0.5204693893,1
-75.0004956722,-2.2216484547,-57.2216484547,11.33572395,0.275259346,12.0108536136283,0,0.675129663628297,-0.275259346,1
-75.0004956722,-5.7772004604,-60.7772004604,11.4885493914,0.1857515157,12.0108536136283,0,0.522304222228298,-0.1857515157,1
-71.4449436665,125.778223753,70.778223753,10.8643551358,0.5002131378,10.5094969119248,0,-0.354858223875238,-0.5002131378,1
-71.4449436665,122.2226717472,67.2226717472,10.6589101218,-0.1066453121,10.5094969119248,0,-0.149413209875238,0.1066453121,1
-71.4449436665,118.6671197414,63.6671197414,11.0924413006,0.1990785999,10.5094969119248,0,-0.582944388675239,-0.1990785999,1
-71.4449436665,115.1115677357,60.1115677357,11.0411498543,0.7416142153,10.5094969119248,0,-0.531652942375239,-0.7416142153,1
-71.4449436665,111.5560157299,56.5560157299,10.4653538062,0.3152090958,10.5094969119248,0,0.0441431057247623,-0.3152090958,1
-71.4449436665,108.0004637241,53.0004637241,10.6414611926,-0.018738393,10.5094969119248,0,-0.131964280675238,0.018738393,1
-71.4449436665,104.4449117184,49.4449117184,10.6302276076,0.1026401703,10.5094969119248,0,-0.120730695675238,-0.1026401703,1
-71.4449436665,100.8893597126,45.8893597126,11.703238307,0.2679249391,12.0108536136283,0,0.307615306628298,-0.2679249391,1
-71.4449436665,97.3338077068,42.3338077068,11.6251337468,0.7515733719,12.0108536136283,0,0.385719866828298,-0.7515733719,1
-71.4449436665,93.7782557011,38.7782557011,11.9629868573,-0.0485056032,12.0108536136283,0,0.0478667563282968,0.0485056032,1
-71.4449436665,90.2227036953,35.2227036953,12.4346621071,0.0242728488,12.0108536136283,0,-0.423808493471702,-0.0242728488,1
-71.4449436665,86.6671516895,31.6671516895,-0,-0,-0,0,0,0,0
-71.4449436665,83.1115996838,28.1115996838,-0,-0,-0,0,0,0,0
-71.4449436665,79.556047678,24.556047678,1.5886480004,-0.4487921007,-0,0,-1.5886480004,0.4487921007,1
-71.4449436665,76.0004956722,21.0004956722,-1.0202772875,0.8190292954,-1.50135670170354,-1.50135670170354,-0.481079414203537,-2.32038599710354,1
-71.4449436665,72.4449436665,17.4449436665,-2.7196158361,0.3547006241,-3.00271340340707,-1.50135670170354,-0.283097567307074,-1.85605732580354,1
-71.4449436665,68.8893916607,13.8893916607,-3.840035987,0.234749707,-4.50407010511061,0,-0.664034118110612,-0.234749707,1
-71.4449436665,65.3338396549,10.3338396549,-4.0566372611,-1.08815277,-1.50135670170354,0,2.55528055939646,1.08815277,1
-71.4449436665,61.7782876492,6.7782876492,-2.326032259,-2.2038131458,-0,0,2.326032259,2.2038131458,1
-71.4449436665,58.2227356434,3.2227356434,2.0425077438,-1.8553156944,3.00271340340707,-1.50135670170354,0.960205659607074,0.353958992696463,1
-71.4449436665,54.6671836376,-0.332816362400003,3.2826482692,1.5893081256,3.00271340340707,-1.50135670170354,-0.279934865792926,-3.09066482730354,1
-71.4449436665,51.1116316319,-3.8883683681,4.7127559476,-0.3032165816,4.50407010511061,0,-0.208685842489388,0.3032165816,1
-71.4449436665,47.5560796261,-7.4439203739,5.7698083694,-0.9939009159,6.00542680681415,1.50135670170354,0.235618437414149,2.49525761760354,1
-71.4449436665,44.0005276203,-10.9994723797,9.6203204441,0.3588088657,9.00814021022122,0,-0.612180233878778,-0.3588088657,1
-71.4449436665,40.4449756145,-14.5550243855,11.2228683054,0.2898780419,10.5094969119248,0,-0.713371393475239,-0.2898780419,1
-71.4449436665,36.8894236088,-18.1105763912,12.1271196288,0.1301177053,12.0108536136283,0,-0.116266015171702,-0.1301177053,1
-71.4449436665,33.333871603,-21.666128397,12.4386443378,0.4056276412,12.0108536136283,0,-0.427790724171702,-0.4056276412,1
-71.4449436665,29.7783195972,-25.2216804028,12.0881708065,0.2568145012,12.0108536136283,0,-0.0773171928717034,-0.2568145012,1
-71.4449436665,26.2227675915,-28.7772324085,11.8073089874,0.3455619703,12.0108536136283,0,0.203544626228297,-0.3455619703,1
-71.4449436665,22.6672155857,-32.3327844143,12.3433571896,0.5107837336,12.0108536136283,0,-0.332503575971703,-0.5107837336,1
-71.4449436665,19.1116635799,-35.8883364201,12.2462743861,0.4963182556,12.0108536136283,0,-0.235420772471702,-0.4963182556,1
-71.4449436665,15.5561115742,-39.4438884258,11.8724301295,0.6654563802,12.0108536136283,0,0.138423484128298,-0.6654563802,1
-71.4449436665,12.0005595684,-42.9994404316,11.8693793771,0.2821312357,12.0108536136283,0,0.141474236528298,-0.2821312357,1
-71.4449436665,8.4450075626,-46.5549924374,11.5541251751,0.4185752607,12.0108536136283,0,0.456728438528298,-0.4185752607,1
-71.4449436665,4.8894555569,-50.1105444431,11.8887986585,0.2987159879,12.0108536136283,0,0.122054955128297,-0.2987159879,1
-71.4449436665,1.3339035511,-53.6660964489,11.4718701311,0.2622186503,12.0108536136283,0,0.538983482528298,-0.2622186503,1
-71.4449436665,-2.2216484547,-57.2216484547,11.6137984939,0.2685621533,12.0108536136283,0,0.397055119728298,-0.2685621533,1
-71.4449436665,-5.7772004604,-60.7772004604,11.5466669053,0.2646128573,12.0108536136283,0,0.464186708328297,-0.2646128573,1
-67.8893916607,125.778223753,70.778223753,-0,-0,-0,0,0,0,0
-67.8893916607,122.2226717472,67.2226717472,-0,-0,-0,0,0,0,0
-67.8893916607,118.6671197414,63.6671197414,-0,-0,-0,0,0,0,0
-67.8893916607,115.1115677357,60.1115677357,-0,-0,-0,0,0,0,0
-67.8893916607,111.5560157299,56.5560157299,-0,-0,-0,0,0,0,0
-67.8893916607,108.0004637241,53.0004637241,-0,-0,-0,0,0,0,0
-67.8893916607,104.4449117184,49.4449117184,-0,-0,-0,0,0,0,0
-67.8893916607,100.8893597126,45.8893597126,-0,-0,-0,0,0,0,0
-67.8893916607,97.3338077068,42.3338077068,-0,-0,-0,0,0,0,0
-67.8893916607,93.7782557011,38.7782557011,-0,-0,-0,0,0,0,0
-67.8893916607,90.2227036953,35.2227036953,-0,-0,-0,0,0,0,0
-67.8893916607,86.6671516895,31.6671516895,-0,-0,-0,0,0,0,0
-67.8893916607,83.1115996838,28.1115996838,-0,-0,-0,0,0,0,0
-67.8893916607,79.556047678,24.556047678,0.1563737937,-0.3307428025,-0,0,-0.1563737937,0.3307428025,1
-67.8893916607,76.0004956722,21.0004956722,-0.5326093935,-0.3053344238,-0,0,0.5326093935,0.3053344238,1
-67.8893916607,72.4449436665,17.4449436665,-1.9688830141,0.6739964823,-3.00271340340707,0,-1.03383038930707,-0.6739964823,1
-67.8893916607,68.8893916607,13.8893916607,-3.1610062286,0.1765770634,-3.00271340340707,0,0.158292825192925,-0.1765770634,1
-67.8893916607,65.3338396549,10.3338396549,-2.2610335479,0.6591529716,-3.00271340340707,0,-0.741679855507074,-0.6591529716,1
-67.8893916607,61.7782876492,6.7782876492,-3.2854333964,-1.539309007,-3.00271340340707,1.50135670170354,0.282719992992926,3.04066570870354,1
-67.8893916607,58.2227356434,3.2227356434,3.501751146,-0.4611612157,3.00271340340707,0,-0.499037742592926,0.4611612157,1
-67.8893916607,54.6671836376,-0.332816362400003,3.3290718287,0.9089294778,3.00271340340707,0,-0.326358425292926,-0.9089294778,1
-67.8893916607,51.1116316319,-3.8883683681,4.4288190331,0.3895798672,4.50407010511061,0,0.0752510720106114,-0.3895798672,1
-67.8893916607,47.5560796261,-7.4439203739,5.0289931777,0.2918312107,4.50407010511061,0,-0.524923072589389,-0.2918312107,1
-67.8893916607,44.0005276203,-10.9994723797,-0,-0,10.5094969119248,1.50135670170354,10.5094969119248,1.50135670170354,0
-67.8893916607,40.4449756145,-14.5550243855,-0,-0,10.5094969119248,1.50135670170354,10.5094969119248,1.50135670170354,0
-67.8893916607,36.8894236088,-18.1105763912,12.3005134851,-0.0680473156,12.0108536136283,0,-0.289659871471702,0.0680473156,1
-67.8893916607,33.333871603,-21.666128397,12.4261921702,-0.0704515462,12.0108536136283,0,-0.415338556571703,0.0704515462,1
-67.8893916607,29.7783195972,-25.2216804028,11.9642090198,0.3659041383,12.0108536136283,0,0.0466445938282973,-0.3659041383,1
-67.8893916607,26.2227675915,-28.7772324085,12.0506839969,0.0702653937,12.0108536136283,0,-0.0398303832717026,-0.0702653937,1
-67.8893916607,22.6672155857,-32.3327844143,12.0803409476,0.1729700015,12.0108536136283,0,-0.0694873339717024,-0.1729700015,1
-67.8893916607,19.1116635799,-35.8883364201,11.9779420595,0.4442657321,12.0108536136283,0,0.0329115541282974,-0.4442657321,1
-67.8893916607,15.5561115742,-39.4438884258,11.9957074479,0.2253332564,12.0108536136283,0,0.0151461657282983,-0.2253332564,1
-67.8893916607,12.0005595684,-42.9994404316,11.7810249761,0.4676980309,12.0108536136283,0,0.229828637528298,-0.4676980309,1
-67.8893916607,8.4450075626,-46.5549924374,11.7743807652,0.2236578843,12.0108536136283,0,0.236472848428297,-0.2236578843,1
-67.8893916607,4.8894555569,-50.1105444431,11.7295323419,0.2632296013,12.0108536136283,0,0.281321271728297,-0.2632296013,1
-67.8893916607,1.3339035511,-53.6660964489,11.5103979624,-0.0623739614,12.0108536136283,0,0.500455651228297,0.0623739614,1
-67.8893916607,-2.2216484547,-57.2216484547,11.5878975271,0.3024175579,12.0108536136283,0,0.422956086528297,-0.3024175579,1
-67.8893916607,-5.7772004604,-60.7772004604,11.494484791,0.219369218,12.0108536136283,0,0.516368822628298,-0.219369218,1
-64.3338396549,125.778223753,70.778223753,-0,-0,-0,-10.5094969119248,0,-10.5094969119248,0
-64.3338396549,122.2226717472,67.2226717472,-0,-0,-3.00271340340707,3.00271340340707,-3.00271340340707,3.00271340340707,0
-64.3338396549,118.6671197414,63.6671197414,-0,-0,-0,0,0,0,0
-64.3338396549,115.1115677357,60.1115677357,-0,-0,-0,0,0,0,0
-64.3338396549,111.5560157299,56.5560157299,-0,-0,-0,0,0,0,0
-64.3338396549,108.0004637241,53.0004637241,-0,-0,-0,0,0,0,0
-64.3338396549,104.4449117184,49.4449117184,-0,-0,-0,0,0,0,0
-64.3338396549,100.8893597126,45.8893597126,-0,-0,-0,0,0,0,0
-64.3338396549,97.3338077068,42.3338077068,-0,-0,-0,0,0,0,0
-64.3338396549,93.7782557011,38.7782557011,-0,-0,-0,0,0,0,0
-64.3338396549,90.2227036953,35.2227036953,11.5939761209,0.4848011461,-0,1.50135670170354,-11.5939761209,1.01655555560354,1
-64.3338396549,86.6671516895,31.6671516895,12.0859398408,1.1687353058,-0,0,-12.0859398408,-1.1687353058,1
-64.3338396549,83.1115996838,28.1115996838,-0,-0,-0,0,0,0,0
-64.3338396549,79.556047678,24.556047678,-0,-0,-0,0,0,0,0
-64.3338396549,76.0004956722,21.0004956722,0.3414637523,-0.5790272252,-0,0,-0.3414637523,0.5790272252,1
-64.3338396549,72.4449436665,17.4449436665,-0.9128429753,-0.9792449896,-1.50135670170354,0,-0.588513726403537,0.9792449896,1
-64.3338396549,68.8893916607,13.8893916607,-2.1646352128,0.0912390482,-3.00271340340707,0,-0.838078190607074,-0.0912390482,1
-64.3338396549,65.3338396549,10.3338396549,0.2017477398,-0.6942513018,-0,0,-0.2017477398,0.6942513018,1
-64.3338396549,61.7782876492,6.7782876492,-0.3759005253,-0.1471019693,-0,0,0.3759005253,0.1471019693,1
-64.3338396549,58.2227356434,3.2227356434,1.3021593652,-0.646922755,1.50135670170354,0,0.199197336503537,0.646922755,1
-64.3338396549,54.6671836376,-0.332816362400003,2.2419815597,0.3815738795,3.00271340340707,0,0.760731843707074,-0.3815738795,1
-64.3338396549,51.1116316319,-3.8883683681,3.3306899232,2.0003341881,3.00271340340707,-1.50135670170354,-0.327976519792926,-3.50169088980354,1
-64.3338396549,47.5560796261,-7.4439203739,-0,-0,6.00542680681415,-3.00271340340707,6.00542680681415,-3.00271340340707,0
-64.3338396549,44.0005276203,-10.9994723797,10.9338207899,0.3441987615,10.5094969119248,0,-0.424323877975239,-0.3441987615,1
-64.3338396549,40.4449756145,-14.5550243855,11.2172472171,0.1765727675,12.0108536136283,0,0.793606396528297,-0.1765727675,1
-64.3338396549,36.8894236088,-18.1105763912,11.7228838352,-0.0100264579,12.0108536136283,0,0.287969778428298,0.0100264579,1
-64.3338396549,33.333871603,-21.666128397,12.168932335,-0.1161548389,12.0108536136283,0,-0.158078721371702,0.1161548389,1
-64.3338396549,29.7783195972,-25.2216804028,11.951935129,0.1029380143,12.0108536136283,0,0.0589184846282969,-0.1029380143,1
-64.3338396549,26.2227675915,-28.7772324085,12.3366685885,0.5150122583,12.0108536136283,0,-0.325814974871703,-0.5150122583,1
-64.3338396549,22.6672155857,-32.3327844143,12.0580928648,0.2638739752,12.0108536136283,0,-0.0472392511717032,-0.2638739752,1
-64.3338396549,19.1116635799,-35.8883364201,11.8661281528,0.407953115,12.0108536136283,0,0.144725460828298,-0.407953115,1
-64.3338396549,15.5561115742,-39.4438884258,11.8971325609,-0.094700052,12.0108536136283,0,0.113721052728298,0.094700052,1
-64.3338396549,12.0005595684,-42.9994404316,11.6964136714,0.2392202299,12.0108536136283,0,0.314439942228297,-0.2392202299,1
-64.3338396549,8.4450075626,-46.5549924374,11.6064877141,-0.0100808717,12.0108536136283,0,0.404365899528297,0.0100808717,1
-64.3338396549,4.8894555569,-50.1105444431,11.4804825462,0.1640661861,12.0108536136283,0,0.530371067428298,-0.1640661861,1
